trade_id,trader_id,persona,account_size,balance_before_trade,balance_after_trade,trade_timestamp,strategy_type,leverage_used,holding_minutes,stop_loss_used,pnl,trade_outcome,overnight_position,capital_risked,risk_percentage
193c4cab-94c2-4273-89c5-feb8e01f7ae9,TRADER_1,expiry_day_gambler,140844,117893.84,103657.49,2025-01-01 11:45:00,Long Put,6.32,7,0,-14236.35,LOSS,0,33815.49,0.2401
9f4b2181-92a9-4072-96c3-ef02a837103d,TRADER_1,expiry_day_gambler,140844,103657.49,85204.67,2025-01-01 11:27:00,Long Put,7.1,13,0,-18452.82,LOSS,0,49212.34,0.3494
f627eb84-9036-4c32-aff7-deff468c225a,TRADER_1,expiry_day_gambler,140844,85204.67,67477.11,2025-01-01 12:31:00,Long Call,7.53,10,0,-17727.56,LOSS,0,24146.53,0.1714
9932a522-9b54-4883-9ef5-7149902d8cd2,TRADER_1,expiry_day_gambler,140844,67477.11,42755.55,2025-01-01 15:22:00,Long Call,9.8,4,1,-24721.56,LOSS,0,52305.41,0.3714
32d5f40e-b5d2-4827-b3b3-337ec4ffb9db,TRADER_1,expiry_day_gambler,140844,42755.55,63194.45,2025-01-01 13:14:00,Long Call,6.97,3,0,20438.9,WIN,0,51808.99,0.3678
b061e253-2b93-408e-95cf-fffe6b2a2d17,TRADER_1,expiry_day_gambler,140844,63194.45,47320.88,2025-01-01 12:10:00,Long Call,6.16,14,0,-15873.57,LOSS,0,36008.26,0.2557
6890caf6-a836-486c-879a-f4fab3b7a682,TRADER_1,expiry_day_gambler,140844,47320.88,36761.6,2025-01-01 11:56:00,Long Call,7.1,15,0,-10559.28,LOSS,0,21979.98,0.1561
9c6ae711-2137-4928-94a3-a0384880210a,TRADER_1,expiry_day_gambler,140844,36761.6,26895.52,2025-01-01 15:16:00,Long Put,9.22,4,0,-9866.08,LOSS,0,45201.67,0.3209
4a2c8b2d-1d36-457e-9375-7e5bcbf97aa4,TRADER_1,expiry_day_gambler,140844,26895.52,51238.38,2025-01-01 13:36:00,Long Call,7.09,3,0,24342.86,WIN,0,54576.7,0.3875
f08497e3-f699-459e-8b79-04ce0c0d4343,TRADER_1,expiry_day_gambler,140844,51238.38,38351.58,2025-01-01 14:22:00,Long Put,7.79,4,0,-12886.8,LOSS,0,27915.87,0.1982
2e7fbe9d-65c2-4acd-9893-6b7d3f9b6483,TRADER_1,expiry_day_gambler,140844,38351.58,26575.85,2025-01-01 15:24:00,Long Put,8.79,17,1,-11775.73,LOSS,0,29247.13,0.2077
175c389b-4dca-4717-82ed-7995cb317a87,TRADER_1,expiry_day_gambler,140844,26575.85,17375.64,2025-01-01 11:17:00,Long Call,7.17,8,0,-9200.21,LOSS,0,16112.33,0.1144
c5d06645-f873-4a41-8282-1f3fc456e78d,TRADER_1,expiry_day_gambler,140844,17375.64,6040.34,2025-01-01 15:25:00,Long Put,7.65,12,1,-11335.3,LOSS,0,17438.84,0.1238
251b66c0-9bc5-4b98-b291-47442b40f8e3,TRADER_2,spread_trader,704090,704090.0,707449.76,2025-01-01 10:13:00,Bear Put Spread,3.33,1199,1,3359.76,WIN,1,11591.15,0.0165
b3aa8da5-6651-4850-a582-46635e011238,TRADER_2,spread_trader,704090,707449.76,711187.08,2025-01-01 10:38:00,Bull Call Spread,2.85,1946,1,3737.32,WIN,1,7973.11,0.0113
3ad995a0-6836-41a0-adcd-263dabcee5f4,TRADER_2,spread_trader,704090,711187.08,708472.65,2025-01-02 09:49:00,Bull Call Spread,2.78,656,1,-2714.43,LOSS,1,11681.38,0.0166
534a1e79-eca3-43e3-9e27-1f3058ed0e0d,TRADER_2,spread_trader,704090,708472.65,707459.73,2025-01-02 14:43:00,Bear Put Spread,1.81,774,1,-1012.92,LOSS,1,21928.66,0.0311
65e56a58-886b-4bff-8386-05e6452d242a,TRADER_2,spread_trader,704090,707459.73,709923.05,2025-01-03 10:23:00,Bear Put Spread,3.97,1876,1,2463.32,WIN,0,11150.23,0.0158
363874aa-25cd-411e-9394-c2d6dd85d340,TRADER_2,spread_trader,704090,709923.05,708382.24,2025-01-06 12:17:00,Bear Put Spread,2.83,87,1,-1540.81,LOSS,1,17519.62,0.0249
f7c8baa7-3d3c-42b1-9101-469c9d67e245,TRADER_2,spread_trader,704090,708382.24,707380.07,2025-01-07 14:39:00,Bear Put Spread,2.03,76,0,-1002.17,LOSS,1,14527.32,0.0206
35fda2c2-9e43-4fd4-9ec5-57f381c79795,TRADER_2,spread_trader,704090,707380.07,706982.4,2025-01-07 15:27:00,Bear Put Spread,1.16,549,1,-397.67,LOSS,1,25223.12,0.0358
3734623e-8fdf-4e24-9247-6a6ea27bd309,TRADER_2,spread_trader,704090,706982.4,707014.59,2025-01-08 12:58:00,Bull Call Spread,1.28,913,0,32.19,WIN,1,11503.51,0.0163
2b6edc5c-f0d7-4308-b566-7dda6d692859,TRADER_2,spread_trader,704090,707014.59,707871.18,2025-01-08 11:59:00,Bull Call Spread,1.12,1203,0,856.59,WIN,1,18995.66,0.027
578bdd05-9159-48d3-8323-a69819b8ebb5,TRADER_2,spread_trader,704090,707871.18,706817.53,2025-01-09 11:50:00,Bull Call Spread,1.16,495,1,-1053.65,LOSS,0,15672.51,0.0223
aa454b65-b613-4fa9-ad01-26f148c5485b,TRADER_2,spread_trader,704090,706817.53,707990.72,2025-01-10 11:51:00,Bull Call Spread,1.28,236,1,1173.19,WIN,1,8187.88,0.0116
5690079f-d145-4795-98dc-5b0097b49c39,TRADER_2,spread_trader,704090,707990.72,711559.94,2025-01-10 12:21:00,Bear Put Spread,3.87,1324,0,3569.22,WIN,1,15251.37,0.0217
e8716b52-db8d-42dc-af39-932ad4d77a81,TRADER_2,spread_trader,704090,711559.94,716070.68,2025-01-10 10:08:00,Bull Call Spread,3.9,1354,1,4510.74,WIN,1,16622.94,0.0236
22ed680d-89f5-4fc3-a41f-1c6185d8c198,TRADER_2,spread_trader,704090,716070.68,714668.59,2025-01-13 10:24:00,Bear Put Spread,1.49,692,1,-1402.09,LOSS,1,10235.97,0.0145
ae4b2927-7856-47b1-b9a8-02c08a5af81f,TRADER_2,spread_trader,704090,714668.59,713073.03,2025-01-13 13:26:00,Bear Put Spread,4.0,529,0,-1595.56,LOSS,1,21103.98,0.03
0aea6e4a-3d7a-449e-b3c1-9bf3b65ba2b7,TRADER_2,spread_trader,704090,713073.03,716087.74,2025-01-14 10:08:00,Bull Call Spread,2.85,1289,1,3014.71,WIN,1,26902.05,0.0382
547f8958-7916-4fff-89ed-4b2a94ea70e5,TRADER_2,spread_trader,704090,716087.74,716482.8,2025-01-14 10:07:00,Bear Put Spread,1.48,1404,0,395.06,WIN,1,23294.42,0.0331
cb745422-699c-4b1d-bd30-645388797045,TRADER_2,spread_trader,704090,716482.8,714386.39,2025-01-15 12:10:00,Bull Call Spread,2.87,1438,1,-2096.41,LOSS,1,25603.74,0.0364
52bdff58-3cfb-4a4c-a7ae-32687174c439,TRADER_2,spread_trader,704090,714386.39,716473.91,2025-01-16 09:22:00,Bull Call Spread,3.27,1009,1,2087.52,WIN,0,12768.83,0.0181
bd5cbc79-ff1c-42ee-adf3-a343b4e5bc1f,TRADER_2,spread_trader,704090,716473.91,718979.68,2025-01-16 14:00:00,Bear Put Spread,2.81,955,0,2505.77,WIN,1,13029.48,0.0185
e7c09a41-391b-42cb-a1e7-0bd8df59e46c,TRADER_2,spread_trader,704090,718979.68,720053.3,2025-01-17 15:20:00,Bear Put Spread,2.1,1474,1,1073.62,WIN,0,19989.8,0.0284
78000a27-849e-460f-8228-6ee474c80ccc,TRADER_2,spread_trader,704090,720053.3,719049.44,2025-01-20 11:03:00,Bear Put Spread,3.26,745,1,-1003.86,LOSS,1,13584.29,0.0193
df893061-9d60-4d6e-9aca-6854fa0c016c,TRADER_2,spread_trader,704090,719049.44,720236.1,2025-01-21 09:21:00,Bull Call Spread,1.45,356,1,1186.66,WIN,1,7428.52,0.0106
e23ec402-2982-4a03-a5d5-0859b03d3185,TRADER_2,spread_trader,704090,720236.1,720837.61,2025-01-21 12:32:00,Bull Call Spread,1.83,706,1,601.51,WIN,1,13066.24,0.0186
f264a560-fc5a-4e00-b7b1-17f23f2bb3a6,TRADER_2,spread_trader,704090,720837.61,723802.29,2025-01-22 10:19:00,Bear Put Spread,3.42,965,1,2964.68,WIN,1,26820.73,0.0381
27a44a11-e9d2-41bc-9c3d-6f11777c7b01,TRADER_2,spread_trader,704090,723802.29,726403.39,2025-01-23 12:53:00,Bull Call Spread,3.25,453,1,2601.1,WIN,1,10407.29,0.0148
7d27ac62-62d9-447c-993c-69399ce8b77b,TRADER_2,spread_trader,704090,726403.39,723088.08,2025-01-24 09:19:00,Bear Put Spread,3.57,441,1,-3315.31,LOSS,0,14330.87,0.0204
92c6b998-c8f9-41a3-9951-924dddfa0e9d,TRADER_2,spread_trader,704090,723088.08,721603.53,2025-01-27 13:12:00,Bear Put Spread,3.51,158,1,-1484.55,LOSS,0,10361.56,0.0147
b304d4b9-f17f-4fbf-9a33-63b5f1a99e26,TRADER_2,spread_trader,704090,721603.53,721700.42,2025-01-28 12:08:00,Bear Put Spread,2.11,1183,1,96.89,WIN,1,8573.96,0.0122
f089534d-bbc6-4ee5-95eb-660c20dafdce,TRADER_2,spread_trader,704090,721700.42,720338.52,2025-01-29 09:41:00,Bull Call Spread,1.73,1847,0,-1361.9,LOSS,0,16186.68,0.023
81f14255-2bca-4b26-aa13-88295aedb7a5,TRADER_2,spread_trader,704090,720338.52,722499.42,2025-01-30 12:07:00,Bear Put Spread,1.7,745,1,2160.9,WIN,1,22614.91,0.0321
e36c7c36-4339-4513-a53b-90e5feb5a755,TRADER_2,spread_trader,704090,722499.42,720471.59,2025-01-31 10:09:00,Bull Call Spread,2.87,371,1,-2027.83,LOSS,1,17430.18,0.0248
f85c9ecb-9af6-4220-bd9b-220fa98efb59,TRADER_2,spread_trader,704090,720471.59,722303.73,2025-01-31 14:54:00,Bull Call Spread,2.16,906,1,1832.14,WIN,1,27511.13,0.0391
af12c69a-8170-4de9-92e0-7a0cb17584f9,TRADER_2,spread_trader,704090,722303.73,725185.79,2025-02-03 10:07:00,Bear Put Spread,2.33,1213,1,2882.06,WIN,1,22739.26,0.0323
a9663eeb-10e3-4755-aa68-f10c50f72f0c,TRADER_2,spread_trader,704090,725185.79,724211.69,2025-02-03 11:09:00,Bear Put Spread,2.87,683,0,-974.1,LOSS,1,10583.76,0.015
fed37abe-ba40-4b37-948d-e7c98f4e65ba,TRADER_2,spread_trader,704090,724211.69,726831.94,2025-02-04 11:49:00,Bull Call Spread,2.24,1364,0,2620.25,WIN,1,11654.66,0.0166
d63a1e81-ef67-408b-9434-e9089460e7c4,TRADER_2,spread_trader,704090,726831.94,727993.7,2025-02-05 11:16:00,Bull Call Spread,3.47,359,1,1161.76,WIN,1,26645.08,0.0378
d2660009-41f8-4d06-8177-627331552ebb,TRADER_2,spread_trader,704090,727993.7,730843.08,2025-02-06 14:11:00,Bear Put Spread,3.61,965,0,2849.38,WIN,1,19933.98,0.0283
0c2830df-bb09-4f61-ae7c-c208f7048211,TRADER_2,spread_trader,704090,730843.08,734923.56,2025-02-06 10:47:00,Bear Put Spread,3.88,1680,1,4080.48,WIN,1,14451.11,0.0205
7b60b944-af06-409e-8e7f-a4771fb14762,TRADER_2,spread_trader,704090,734923.56,733769.86,2025-02-07 11:49:00,Bear Put Spread,1.57,135,1,-1153.7,LOSS,1,27644.59,0.0393
9b61c29e-7fcd-47e8-a2b3-d68d793dec12,TRADER_2,spread_trader,704090,733769.86,737675.08,2025-02-07 10:04:00,Bull Call Spread,3.72,1982,1,3905.22,WIN,1,23562.11,0.0335
cc3a0e7e-4eec-4f39-bca5-4ea676245ed1,TRADER_2,spread_trader,704090,737675.08,736146.05,2025-02-10 14:42:00,Bear Put Spread,2.0,1404,1,-1529.03,LOSS,1,8229.53,0.0117
37d6be15-ae7a-43ce-adad-2d01566a11bd,TRADER_2,spread_trader,704090,736146.05,733877.36,2025-02-10 10:30:00,Bull Call Spread,1.89,1255,0,-2268.69,LOSS,1,17571.53,0.025
18da10fd-9761-4b6b-a99f-d8e80557dbf6,TRADER_2,spread_trader,704090,733877.36,731344.71,2025-02-11 09:26:00,Bull Call Spread,3.72,997,1,-2532.65,LOSS,1,12353.93,0.0175
ad742418-bbbc-48ac-836d-ad68f8e56ec9,TRADER_2,spread_trader,704090,731344.71,732848.05,2025-02-12 10:17:00,Bull Call Spread,2.96,795,1,1503.34,WIN,1,14658.92,0.0208
fb386094-f0e3-4677-808b-69c9f30a17b8,TRADER_2,spread_trader,704090,732848.05,731434.01,2025-02-12 11:19:00,Bear Put Spread,2.44,1566,1,-1414.04,LOSS,1,8367.61,0.0119
7671e126-02b2-49b9-896b-39b98c24581f,TRADER_2,spread_trader,704090,731434.01,738201.64,2025-02-12 09:43:00,Bull Call Spread,3.65,786,0,6767.63,WIN,0,19482.64,0.0277
d4c6e8fc-3f0d-4078-b467-b891843e9417,TRADER_2,spread_trader,704090,738201.64,740847.82,2025-02-13 13:28:00,Bear Put Spread,3.18,373,1,2646.18,WIN,1,25993.82,0.0369
ae4aaae8-ddb0-4672-8361-5fb6e9cc4f3f,TRADER_2,spread_trader,704090,740847.82,739077.8,2025-02-14 15:17:00,Bull Call Spread,2.55,1412,1,-1770.02,LOSS,1,11240.58,0.016
6746d947-7352-41ee-a836-f7ce1823b794,TRADER_2,spread_trader,704090,739077.8,743089.41,2025-02-17 10:46:00,Bull Call Spread,3.4,1842,1,4011.61,WIN,1,12746.66,0.0181
acc3f43a-1313-4fef-9bab-39c73f23d35a,TRADER_2,spread_trader,704090,743089.41,745709.67,2025-02-18 13:59:00,Bull Call Spread,3.41,1473,1,2620.26,WIN,0,25666.8,0.0365
623f14d7-81b9-45c8-b350-6c4c38d1a8d4,TRADER_2,spread_trader,704090,745709.67,744574.65,2025-02-19 13:30:00,Bull Call Spread,3.8,135,1,-1135.02,LOSS,1,14851.61,0.0211
28cfae8e-115e-4531-9885-87836267e2d2,TRADER_2,spread_trader,704090,744574.65,742499.2,2025-02-19 10:53:00,Bull Call Spread,2.59,1226,0,-2075.45,LOSS,1,8150.27,0.0116
c195cea1-60d9-4e75-9ede-c7ce17245c2d,TRADER_2,spread_trader,704090,742499.2,741418.32,2025-02-20 09:27:00,Bear Put Spread,2.39,1536,1,-1080.88,LOSS,1,10685.84,0.0152
e91beae8-15b8-4f89-b3d4-5dd399b08c1d,TRADER_2,spread_trader,704090,741418.32,739205.24,2025-02-20 09:30:00,Bear Put Spread,2.23,419,1,-2213.08,LOSS,1,21998.22,0.0312
a4b296cb-bab0-4b03-9180-1c7ddcc195b0,TRADER_2,spread_trader,704090,739205.24,741219.82,2025-02-21 13:16:00,Bear Put Spread,2.97,161,1,2014.58,WIN,1,19175.44,0.0272
ac77f589-f0a7-4278-9aef-83d711de7998,TRADER_2,spread_trader,704090,741219.82,739065.26,2025-02-21 10:54:00,Bear Put Spread,3.57,305,0,-2154.56,LOSS,0,19548.58,0.0278
bc2976f6-8ec7-40ce-afc1-b65ba1a81719,TRADER_2,spread_trader,704090,739065.26,741767.43,2025-02-24 11:45:00,Bull Call Spread,2.95,513,0,2702.17,WIN,1,11085.59,0.0157
5732a94a-6cab-4b70-9c4e-a368f1f97c13,TRADER_2,spread_trader,704090,741767.43,742025.53,2025-02-25 11:31:00,Bear Put Spread,3.68,101,1,258.1,WIN,1,9609.81,0.0136
af872e56-602a-46a1-b570-b45ea087a92e,TRADER_2,spread_trader,704090,742025.53,744653.31,2025-02-25 12:50:00,Bull Call Spread,3.61,339,0,2627.78,WIN,1,22151.06,0.0315
b7f32779-d2ce-47c2-bc0e-c1ceb51b2ad2,TRADER_2,spread_trader,704090,744653.31,746510.91,2025-02-26 13:17:00,Bull Call Spread,1.49,558,0,1857.6,WIN,1,18733.73,0.0266
2ad6d15b-c426-49b5-8d62-a76d6320d648,TRADER_2,spread_trader,704090,746510.91,745840.08,2025-02-27 12:02:00,Bear Put Spread,1.67,989,1,-670.83,LOSS,1,9035.11,0.0128
9dba6c71-9b34-453a-b524-1e345f53a367,TRADER_2,spread_trader,704090,745840.08,748040.26,2025-02-27 14:45:00,Bull Call Spread,2.07,512,1,2200.18,WIN,1,12883.24,0.0183
e9889f00-2636-431e-b992-9498c4399999,TRADER_2,spread_trader,704090,748040.26,746867.16,2025-02-28 12:51:00,Bear Put Spread,1.26,1616,1,-1173.1,LOSS,1,27493.63,0.039
69bba159-be72-4912-a480-7efe556f69f3,TRADER_2,spread_trader,704090,746867.16,744584.22,2025-02-28 15:17:00,Bull Call Spread,3.43,921,0,-2282.94,LOSS,0,12529.73,0.0178
97a0498e-43b5-4929-836f-40f66d188407,TRADER_2,spread_trader,704090,744584.22,743305.53,2025-03-03 10:56:00,Bull Call Spread,1.17,1570,1,-1278.69,LOSS,0,11656.23,0.0166
a6db6815-4ea7-4400-b1af-11d2bccb8343,TRADER_2,spread_trader,704090,743305.53,740856.81,2025-03-03 12:26:00,Bear Put Spread,3.43,1547,1,-2448.72,LOSS,1,15119.3,0.0215
d181e149-227e-4893-97d5-b11b06820b58,TRADER_2,spread_trader,704090,740856.81,743543.3,2025-03-04 09:19:00,Bear Put Spread,3.99,1872,1,2686.49,WIN,1,13804.75,0.0196
770c232a-e17c-4b88-a4d9-f32a2ed90462,TRADER_2,spread_trader,704090,743543.3,741624.52,2025-03-04 14:00:00,Bear Put Spread,2.08,67,0,-1918.78,LOSS,1,22937.01,0.0326
b45598e4-6393-4a5d-b752-0bbe926648fc,TRADER_2,spread_trader,704090,741624.52,740781.88,2025-03-05 09:25:00,Bear Put Spread,1.52,190,1,-842.64,LOSS,1,11749.47,0.0167
c99b4551-a76c-49ad-b26e-437d72c0d938,TRADER_2,spread_trader,704090,740781.88,737832.05,2025-03-06 13:11:00,Bear Put Spread,2.46,1409,1,-2949.83,LOSS,0,24679.1,0.0351
7f6fcd31-8ab0-4a67-afaf-d88bd7ea2f6b,TRADER_2,spread_trader,704090,737832.05,734735.01,2025-03-06 09:57:00,Bear Put Spread,2.75,1038,1,-3097.04,LOSS,1,9984.24,0.0142
83ef2b92-b9dc-449f-93c6-a042f4c2fa48,TRADER_2,spread_trader,704090,734735.01,737263.44,2025-03-07 11:27:00,Bull Call Spread,1.92,1419,1,2528.43,WIN,0,24363.33,0.0346
c139a826-0a11-41ac-b32f-48899240891f,TRADER_2,spread_trader,704090,737263.44,740679.76,2025-03-10 11:09:00,Bull Call Spread,3.86,172,0,3416.32,WIN,1,25436.12,0.0361
e2f1ec94-a80c-4c18-a7b5-2f5b45251c51,TRADER_2,spread_trader,704090,740679.76,741556.89,2025-03-11 14:41:00,Bull Call Spread,1.59,1587,1,877.13,WIN,0,23238.39,0.033
25f73239-6b8a-4134-84bb-eec50e97eef0,TRADER_2,spread_trader,704090,741556.89,744713.88,2025-03-11 12:01:00,Bear Put Spread,2.98,732,0,3156.99,WIN,0,10670.45,0.0152
0d9ee31e-3c66-48f6-8b01-c63cbba0e88d,TRADER_2,spread_trader,704090,744713.88,746569.96,2025-03-12 12:17:00,Bear Put Spread,2.69,731,0,1856.08,WIN,1,15640.54,0.0222
cb5f60ee-1e9a-4638-84b9-b7fd2d13e433,TRADER_2,spread_trader,704090,746569.96,745685.21,2025-03-13 13:39:00,Bull Call Spread,2.25,1841,1,-884.75,LOSS,1,9482.23,0.0135
84bd9ccf-d50f-4dbd-b7a8-ebc9e7a35017,TRADER_2,spread_trader,704090,745685.21,744070.85,2025-03-13 13:05:00,Bear Put Spread,3.72,421,1,-1614.36,LOSS,1,20113.69,0.0286
0dfa7dc3-3188-4968-b7c0-e949096fbb81,TRADER_2,spread_trader,704090,744070.85,742619.36,2025-03-14 09:43:00,Bear Put Spread,1.21,122,1,-1451.49,LOSS,1,11378.18,0.0162
8ecad7b1-9677-4f82-b0fd-78a6f3f253db,TRADER_2,spread_trader,704090,742619.36,741797.88,2025-03-17 10:28:00,Bull Call Spread,3.87,645,0,-821.48,LOSS,1,7376.76,0.0105
243853d9-5bef-40b6-a792-065e2ee38b5a,TRADER_2,spread_trader,704090,741797.88,745352.14,2025-03-17 14:50:00,Bull Call Spread,3.18,708,1,3554.26,WIN,1,18607.49,0.0264
79a8a407-76ec-449c-87c8-7ddf22dd1966,TRADER_2,spread_trader,704090,745352.14,747988.14,2025-03-17 13:10:00,Bull Call Spread,3.2,724,0,2636.0,WIN,1,23482.25,0.0334
78600846-3cd5-415a-88ab-daa2d53a1e6a,TRADER_2,spread_trader,704090,747988.14,751287.25,2025-03-18 10:23:00,Bull Call Spread,2.68,924,1,3299.11,WIN,1,27727.09,0.0394
b5a662bb-4f7e-4d89-8bca-b20ef9070151,TRADER_2,spread_trader,704090,751287.25,752368.42,2025-03-18 10:00:00,Bull Call Spread,1.2,1762,1,1081.17,WIN,1,21358.83,0.0303
c0771a87-2791-4530-99b3-3837a4e604f5,TRADER_2,spread_trader,704090,752368.42,754840.14,2025-03-19 11:17:00,Bear Put Spread,3.07,224,1,2471.72,WIN,1,15216.31,0.0216
b803a754-3bab-41a0-b928-461c48c7bbf1,TRADER_2,spread_trader,704090,754840.14,756128.33,2025-03-19 15:14:00,Bull Call Spread,2.45,200,1,1288.19,WIN,0,20953.45,0.0298
b38c2dc3-f9b5-4529-8130-e79a9e533e8d,TRADER_2,spread_trader,704090,756128.33,758720.88,2025-03-20 10:25:00,Bull Call Spread,3.87,576,1,2592.55,WIN,0,26486.54,0.0376
caf10cca-c3bc-4c7e-b8c3-348fec638bce,TRADER_2,spread_trader,704090,758720.88,761204.92,2025-03-20 15:02:00,Bull Call Spread,3.45,94,1,2484.04,WIN,0,16645.03,0.0236
e2837f72-8495-4736-8e14-21e5af093a19,TRADER_2,spread_trader,704090,761204.92,762758.99,2025-03-21 11:40:00,Bull Call Spread,1.85,982,1,1554.07,WIN,1,25530.53,0.0363
6bacb7ef-fe41-407f-878e-d450504cd997,TRADER_2,spread_trader,704090,762758.99,759558.6,2025-03-24 10:41:00,Bear Put Spread,3.93,451,1,-3200.39,LOSS,1,21021.97,0.0299
474f3fec-73ea-407d-81fe-c8bb205e24c1,TRADER_2,spread_trader,704090,759558.6,760046.74,2025-03-24 12:58:00,Bull Call Spread,2.5,467,0,488.14,WIN,0,26794.88,0.0381
84212c2d-dd92-44fb-9271-6e5752ea2d88,TRADER_2,spread_trader,704090,760046.74,761480.71,2025-03-25 10:34:00,Bear Put Spread,1.81,762,1,1433.97,WIN,1,20832.57,0.0296
eb9f8f36-2840-4cd9-ba2b-a1e429b26fab,TRADER_2,spread_trader,704090,761480.71,764402.72,2025-03-25 11:31:00,Bear Put Spread,2.81,1629,0,2922.01,WIN,1,17641.38,0.0251
dfb8b985-2eba-41b6-8bdf-94ea4cf840a8,TRADER_3,expiry_day_gambler,78968,78968.0,68192.96,2025-01-01 09:24:00,Long Put,8.4,16,0,-10775.04,LOSS,0,10009.3,0.1268
af7bdeaa-e41e-4e9c-9fa0-633a9671cd64,TRADER_3,expiry_day_gambler,78968,68192.96,62850.02,2025-01-01 13:33:00,Long Put,5.73,7,0,-5342.94,LOSS,0,19741.26,0.25
64000f76-546d-4580-b746-24953d6bdb60,TRADER_3,expiry_day_gambler,78968,62850.02,72593.8,2025-01-01 10:14:00,Long Call,6.28,15,0,9743.78,WIN,0,11211.34,0.142
c9870a6f-f624-4c39-afac-17d72501837f,TRADER_3,expiry_day_gambler,78968,72593.8,55836.82,2025-01-01 13:46:00,Long Call,6.83,11,1,-16756.98,LOSS,0,11833.23,0.1498
8c693dbb-14a0-4df6-98ca-54753e3c382e,TRADER_3,expiry_day_gambler,78968,55836.82,44165.97,2025-01-01 09:27:00,Long Put,6.19,13,1,-11670.85,LOSS,0,30215.9,0.3826
1c4b3fa8-b048-4f84-a321-5e8d079cb1ec,TRADER_3,expiry_day_gambler,78968,44165.97,17614.22,2025-01-01 10:57:00,Long Call,9.07,12,0,-26551.75,LOSS,0,12811.1,0.1622
08d8d90c-8648-4bfb-9fe8-956dfbebdc54,TRADER_3,expiry_day_gambler,78968,17614.22,3591.98,2025-01-01 11:41:00,Long Call,6.74,20,0,-14022.24,LOSS,0,13376.01,0.1694
e4cbc8db-3353-4459-a890-0e294299116e,TRADER_3,expiry_day_gambler,78968,3591.98,-2610.05,2025-01-01 13:46:00,Long Call,5.83,1,0,-6202.03,LOSS,0,14598.98,0.1849
175a7688-be12-4106-80fb-3355a2435c26,TRADER_3,expiry_day_gambler,78968,-2610.05,-24905.55,2025-01-01 12:41:00,Long Put,9.35,9,0,-22295.5,LOSS,0,11415.28,0.1446
205e6b10-f7b7-4c38-8c02-4171a3c2bf81,TRADER_3,expiry_day_gambler,78968,-24905.55,6892.93,2025-01-01 15:28:00,Long Call,9.85,13,0,31798.48,WIN,0,19982.62,0.253
2dedff34-79a0-4cf0-bea3-9a3126936345,TRADER_3,expiry_day_gambler,78968,6892.93,-16898.37,2025-01-01 11:59:00,Long Call,8.39,6,1,-23791.3,LOSS,0,26314.45,0.3332
75f4c6f3-6e32-4a26-a515-0d54db9e067a,TRADER_3,expiry_day_gambler,78968,-16898.37,-6199.83,2025-01-01 13:03:00,Long Call,6.57,19,0,10698.54,WIN,0,12486.92,0.1581
8c18a46f-6945-48dc-9a2d-b90c5ff14367,TRADER_3,expiry_day_gambler,78968,-6199.83,-16723.96,2025-01-01 10:04:00,Long Put,8.71,7,0,-10524.13,LOSS,0,13144.43,0.1665
